56285,100.000 ,4.900.000 ,1.100.000 ,6.100.000 
57296 ,100.000 ,6.000.000 ,381.800 ,6.481.800 
58074,100.000 ,3.300.000 ,0 ,3.400.000 
58166 ,100.000 ,14.900.000 ,20.000 ,15.020.000 
58229,100.000 ,4.600.000 ,30.600 ,4.730.600 
58270,100.000 ,14.650.000 ,231.000 ,14.981.000 
59241,100.000 ,14.350.000 ,1.000.000 ,15.450.000 
59245 ,100.000 ,900.000 ,0 ,1.000.000 
59246,100.000 ,15.150.000 ,0 ,15.250.000 
59247,100.000 ,14.750.000 ,20.000 ,14.870.000 
59277 ,100.000 ,16.975.000 ,152.000 ,17.227.000 
59279,100.000 ,15.150.000 ,16.720.000 ,31.970.000 
59283,100.000 ,3.100.000 ,3.000.000 ,6.200.000 
59288,100.000 ,16.775.000 ,1.450.000 ,18.325.000 
59289 ,100.000 ,3.000.000 ,1.483.900 ,4.583.900 
59296,100.000 ,7.400.000 ,1.427.600 ,8.927.600 
59299 ,100.000 ,4.500.000 ,3.155.950 ,7.755.950 
59302,100.000 ,10.100.000 ,611.000 ,10.811.000 
59304 ,100.000 ,14.750.000 ,20.000 ,14.870.000 
59308,100.000 ,15.600.000 ,401.000 ,16.101.000 
59309,100.000 ,14.300.000 ,20.000 ,14.420.000 
59310,100.000 ,16.750.000 ,161.000 ,17.011.000 
59323,100.000 ,10.825.000 ,967.000 ,11.892.000 
59333,100.000 ,14.800.000 ,120.000 ,15.020.000 
59340,100.000 ,11.900.000 ,76.000 ,12.076.000 
59341,100.000 ,14.900.000 ,42.700.000 ,57.700.000 
59344,100.000 ,13.950.000 ,100.000 ,14.150.000 
59350 ,100.000 ,600.000 ,0 ,700.000 
59351 ,100.000 ,7.600.000 ,120.000 ,7.820.000 
59356,100.000 ,15.700.000 ,670.700 ,16.470.700 
59363 ,100.000 ,16.300.000 ,20.000 ,16.420.000 
59367,100.000 ,17.000.000 ,8.500.000 ,25.600.000 
59374,100.000 ,16.600.000 ,3.020.000 ,19.720.000 
59397,100.000 ,6.800.000 ,0 ,6.900.000 
59398 ,100.000 ,14.800.000 ,20.000 ,14.920.000 
59399,100.000 ,14.400.000 ,20.000 ,14.520.000 
59400,100.000 ,14.800.000 ,0 ,14.900.000 
59413 ,100.000 ,13.200.000 ,20.000 ,13.320.000 
59414 ,100.000 ,13.850.000 ,20.000 ,13.970.000 
59416 ,100.000 ,3.200.000 ,2.100.000 ,5.400.000 
59433,100.000 ,8.900.000 ,0 ,9.000.000 
59434,100.000 ,11.900.000 ,0 ,12.000.000 
59436,100.000 ,14.350.000 ,20.000 ,14.470.000 
59438,100.000 ,8.700.000 ,1.682.300 ,10.482.300 
59439,100.000 ,4.500.000 ,0 ,4.600.000 
59440,100.000 ,14.350.000 ,20.000 ,14.470.000 
59441,100.000 ,11.200.000 ,900.000 ,12.200.000 
59442,100.000 ,3.800.000 ,0 ,3.900.000 
59443,100.000 ,14.300.000 ,20.000 ,14.420.000 
59445,100.000 ,9.250.000 ,4.341.900 ,13.691.900 
59446,100.000 ,14.700.000 ,13.820.000 ,28.620.000 
59448 ,100.000 ,2.100.000 ,2.100.000 ,4.300.000 
59451,100.000 ,3.300.000 ,6.600.000 ,10.000.000 
59461,100.000 ,12.800.000 ,70.000 ,12.970.000 
59463,100.000 ,12.950.000 ,20.000 ,13.070.000 
59464,100.000 ,13.950.000 ,10.320.000 ,24.370.000 
59474 ,100.000 ,14.350.000 ,20.000 ,14.470.000 
60332,100.000 ,2.800.000 ,300.000 ,3.200.000 
60355,100.000 ,11.000.000 ,600.000 ,11.700.000 
60453,100.000 ,5.500.000 ,0 ,5.600.000 
60457,100.000 ,6.900.000 ,0 ,7.000.000 
60496,100.000 ,14.000.000 ,555.600 ,14.655.600 
61387,100.000 ,1.800.000 ,0 ,1.900.000 
61405,100.000 ,8.900.000 ,450.000 ,9.450.000 
61413 ,100.000 ,800.000 ,0 ,900.000 
61563 ,100.000 ,6.800.000 ,0 ,6.900.000 
61575 ,100.000 ,5.600.000 ,0 ,5.700.000 
61622,100.000 ,4.300.000 ,2.150.000 ,6.550.000 
61722 ,100.000 ,2.800.000 ,1.000.000 ,3.900.000 
62034 ,100.000 ,13.200.000 ,20.000 ,13.320.000 
62047 ,100.000 ,5.500.000 ,777.000 ,6.377.000 
